catalog_id,initial,name,primary_model,secondary_models,product_type,deployment,provider_or_project,stackoverflow_rank_2025,stackoverflow_used_pct_2025,dbengines_rank_2026_09,dbengines_score_2026_09,dbengines_top20_model,country_breakdown_status,gender_breakdown_status,notes,source_url
257,G,Google Memorystore,In-memory,,Managed cloud database service,Managed cloud,Google Cloud,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,"Managed in-memory service for Valkey, Redis and Memcached.",https://cloud.google.com/products/databases
258,G,Graph Engine,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
259,G,GraphBase,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
260,G,GraphDB,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
261,G,GraphDB RDF Store,RDF / semantic graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
262,G,GrapheneDB,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
263,G,Graphite,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
264,G,Greenplum,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
265,G,GreptimeDB,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
266,G,GT.M,Object / XML / multivalue / specialty,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_object_database_management_systems
267,G,GunDB,Document,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Document-oriented_database
268,H,H2,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,14,5.0,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
269,H,H2 Database Engine,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
270,H,Hasura Cloud,Developer data platform / BaaS,,Managed developer data platform,Managed cloud / developer platform,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,Platform or managed service rather than a standalone database engine.,https://db-engines.com/en/ranking/
271,H,Hawkular Metrics,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
272,H,Hazelcast,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
273,H,Helix Database,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
274,H,Heroic,Time series,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
275,H,Heroku Postgres,Relational / SQL,,Managed database service,Managed cloud,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,Managed service; underlying engine may be separately listed.,https://db-engines.com/en/ranking/
276,H,HPE Ezmeral Data Fabric,Wide-column / columnar,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_column-oriented_DBMSes
277,H,HSQLDB,Relational / SQL,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_relational_database_management_systems
278,H,HugeGraph,Graph,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
279,H,Hydrolix,Analytical / warehouse / lakehouse,,Analytical data platform / warehouse,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://db-engines.com/en/ranking/
280,H,HyperLevelDB,Key-value / in-memory,,Database engine / DBMS,Self-managed or varies,,,,,,,Not populated: no comparable global database-by-country usage table verified for the full catalogue,Not populated: no robust per-database gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/List_of_in-memory_databases
